bioguideId,depictionAttribution,depictionImageUrl,name,partyName,state,district,updateDate,url,birthYear,cosponsoredLegislationCount,cosponsoredLegislationUrl,directOrderName,firstName,honorificName,invertedOrderName,lastName,partyHistory,terms,sponsoredLegislationCount,sponsoredLegislationUrl
F000013,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/f000013_200.jpg,"Fannin, Paul J.",Republican,Arizona,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/F000013?format=json,1907,445,https://api.congress.gov/v3/member/F000013/cosponsored-legislation,Paul J. Fannin,PAUL,MISSING,"Fannin, Paul J.",FANNIN,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;endYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1965;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:Senate;congress:89;endYear:1967;memberType:Senator;startYear:1965;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:90;endYear:1969;memberType:Senator;startYear:1967;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:91;endYear:1971;memberType:Senator;startYear:1969;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:92;endYear:1973;memberType:Senator;startYear:1971;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:AZ;stateName:Arizona;,82,https://api.congress.gov/v3/member/F000013/sponsored-legislation
E000284,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/e000284_200.jpg,"Exon, J. James",Democratic,Nebraska,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/E000284?format=json,1921,2153,https://api.congress.gov/v3/member/E000284/cosponsored-legislation,J. James Exon,JOHN,MISSING,"Exon, J. James",EXON,partyAbbreviation:D;partyName:Democratic;startYear:1979;,chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:100;endYear:1989;memberType:Senator;startYear:1987;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:101;endYear:1991;memberType:Senator;startYear:1989;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:102;endYear:1993;memberType:Senator;startYear:1991;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:103;endYear:1995;memberType:Senator;startYear:1993;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:NE;stateName:Nebraska;,406,https://api.congress.gov/v3/member/E000284/sponsored-legislation
E000236,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/e000236_200.jpg,"Evans, Daniel J.",Republican,Washington,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/E000236?format=json,1925,441,https://api.congress.gov/v3/member/E000236/cosponsored-legislation,Daniel J. Evans,DANIEL,MISSING,"Evans, Daniel J.",EVANS,partyAbbreviation:R;partyName:Republican;startYear:1983;,chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:WA;stateName:Washington;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:WA;stateName:Washington;chamber:Senate;congress:100;endYear:1989;memberType:Senator;startYear:1987;stateCode:WA;stateName:Washington;,193,https://api.congress.gov/v3/member/E000236/sponsored-legislation
E000211,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/e000211_200.jpg,"Ervin, Sam J., Jr.",Democratic,North Carolina,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/E000211?format=json,1896,87,https://api.congress.gov/v3/member/E000211/cosponsored-legislation,Sam J. Ervin Jr.,SAMUEL,MISSING,"Ervin, Sam J., Jr.",ERVIN,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;endYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1963;endYear:1963;partyAbbreviation:D;partyName:Democratic;startYear:1961;endYear:1961;partyAbbreviation:D;partyName:Democratic;startYear:1959;endYear:1959;partyAbbreviation:D;partyName:Democratic;startYear:1957;endYear:1957;partyAbbreviation:D;partyName:Democratic;startYear:1955;endYear:1955;partyAbbreviation:D;partyName:Democratic;startYear:1953;endYear:1947;partyAbbreviation:D;partyName:Democratic;startYear:1945;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:House of Representatives;congress:79;district:10;endYear:1947;memberType:Representative;startYear:1945;stateCode:NC;stateName:North Carolina;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:NC;stateName:North Carolina;,87,https://api.congress.gov/v3/member/E000211/sponsored-legislation
E000018,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/e000018_200.jpg,"Eastland, James O.",Democratic,Mississippi,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/E000018?format=json,1904,268,https://api.congress.gov/v3/member/E000018/cosponsored-legislation,James O. Eastland,JAMES,MISSING,"Eastland, James O.",EASTLAND,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;endYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1963;endYear:1963;partyAbbreviation:D;partyName:Democratic;startYear:1961;endYear:1961;partyAbbreviation:D;partyName:Democratic;startYear:1959;endYear:1959;partyAbbreviation:D;partyName:Democratic;startYear:1957;endYear:1957;partyAbbreviation:D;partyName:Democratic;startYear:1955;endYear:1955;partyAbbreviation:D;partyName:Democratic;startYear:1953;endYear:1953;partyAbbreviation:D;partyName:Democratic;startYear:1951;endYear:1951;partyAbbreviation:D;partyName:Democratic;startYear:1949;endYear:1949;partyAbbreviation:D;partyName:Democratic;startYear:1947;endYear:1947;partyAbbreviation:D;partyName:Democratic;startYear:1945;endYear:1945;partyAbbreviation:D;partyName:Democratic;startYear:1943;endYear:1943;partyAbbreviation:D;partyName:Democratic;startYear:1941;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:Senate;congress:77;endYear:1943;memberType:Senator;startYear:1941;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:78;endYear:1945;memberType:Senator;startYear:1943;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:79;endYear:1947;memberType:Senator;startYear:1945;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:80;endYear:1949;memberType:Senator;startYear:1947;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:81;endYear:1951;memberType:Senator;startYear:1949;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:82;endYear:1953;memberType:Senator;startYear:1951;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:83;endYear:1955;memberType:Senator;startYear:1953;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:84;endYear:1957;memberType:Senator;startYear:1955;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:85;endYear:1959;memberType:Senator;startYear:1957;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:86;endYear:1961;memberType:Senator;startYear:1959;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:87;endYear:1963;memberType:Senator;startYear:1961;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:88;endYear:1965;memberType:Senator;startYear:1963;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:89;endYear:1967;memberType:Senator;startYear:1965;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:90;endYear:1969;memberType:Senator;startYear:1967;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:91;endYear:1971;memberType:Senator;startYear:1969;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:92;endYear:1973;memberType:Senator;startYear:1971;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:MS;stateName:Mississippi;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:MS;stateName:Mississippi;,129,https://api.congress.gov/v3/member/E000018/sponsored-legislation
E000017,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/e000017_200.jpg,"East, John P.",Republican,North Carolina,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/E000017?format=json,1931,680,https://api.congress.gov/v3/member/E000017/cosponsored-legislation,John P. East,JOHN,MISSING,"East, John P.",EAST,partyAbbreviation:R;partyName:Republican;startYear:1981;,chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:NC;stateName:North Carolina;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:NC;stateName:North Carolina;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:NC;stateName:North Carolina;,80,https://api.congress.gov/v3/member/E000017/sponsored-legislation
E000004,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/e000004_200.jpg,"Eagleton, Thomas F.",Democratic,Missouri,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/E000004?format=json,1929,1096,https://api.congress.gov/v3/member/E000004/cosponsored-legislation,Thomas F. Eagleton,THOMAS,MISSING,"Eagleton, Thomas F.",EAGLETON,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:Senate;congress:90;endYear:1969;memberType:Senator;startYear:1967;stateCode:MO;stateName:Missouri;chamber:Senate;congress:91;endYear:1971;memberType:Senator;startYear:1969;stateCode:MO;stateName:Missouri;chamber:Senate;congress:92;endYear:1973;memberType:Senator;startYear:1971;stateCode:MO;stateName:Missouri;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:MO;stateName:Missouri;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:MO;stateName:Missouri;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:MO;stateName:Missouri;chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:MO;stateName:Missouri;chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:MO;stateName:Missouri;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:MO;stateName:Missouri;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:MO;stateName:Missouri;,271,https://api.congress.gov/v3/member/E000004/sponsored-legislation
D000574,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/d000574_200.jpg,"Durkin, John A.",Democratic,New Hampshire,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/D000574?format=json,1936,406,https://api.congress.gov/v3/member/D000574/cosponsored-legislation,John A. Durkin,JOHN,MISSING,"Durkin, John A.",DURKIN,partyAbbreviation:D;partyName:Democratic;startYear:1975;,chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:NH;stateName:New Hampshire;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:NH;stateName:New Hampshire;chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:NH;stateName:New Hampshire;,129,https://api.congress.gov/v3/member/D000574/sponsored-legislation
D000409,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/d000409_200.jpg,"Dominick, Peter H.",Republican,Colorado,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/D000409?format=json,1915,172,https://api.congress.gov/v3/member/D000409/cosponsored-legislation,Peter H. Dominick,PETER,MISSING,"Dominick, Peter H.",DOMINICK,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;endYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1965;endYear:1965;partyAbbreviation:R;partyName:Republican;startYear:1963;endYear:1963;partyAbbreviation:R;partyName:Republican;startYear:1961;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:House of Representatives;congress:87;district:2;endYear:1963;memberType:Representative;startYear:1961;stateCode:CO;stateName:Colorado;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:CO;stateName:Colorado;,53,https://api.congress.gov/v3/member/D000409/sponsored-legislation
D000407,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/d000407_200.jpg,"Domenici, Pete V.",Republican,New Mexico,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/D000407?format=json,1932,4349,https://api.congress.gov/v3/member/D000407/cosponsored-legislation,Pete V. Domenici,PETE,MISSING,"Domenici, Pete V.",DOMENICI,partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:100;endYear:1989;memberType:Senator;startYear:1987;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:101;endYear:1991;memberType:Senator;startYear:1989;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:102;endYear:1993;memberType:Senator;startYear:1991;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:103;endYear:1995;memberType:Senator;startYear:1993;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:105;endYear:1999;memberType:Senator;startYear:1997;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:106;endYear:2001;memberType:Senator;startYear:1999;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:107;endYear:2003;memberType:Senator;startYear:2001;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:108;endYear:2005;memberType:Senator;startYear:2003;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:109;endYear:2007;memberType:Senator;startYear:2005;stateCode:NM;stateName:New Mexico;chamber:Senate;congress:110;endYear:2009;memberType:Senator;startYear:2007;stateCode:NM;stateName:New Mexico;,1726,https://api.congress.gov/v3/member/D000407/sponsored-legislation
